Name,Sector,Longitude,Latitude,State
A T Still University of Health Sciences,"Private not-for-profit, 4-year or above",-92.58918299999999,40.193647999999996,MO
Aaniiih Nakoda College,"Public, 2-year",-108.75781599999999,48.484196000000004,MT
Abilene Christian University,"Private not-for-profit, 4-year or above",-99.709797,32.468942999999996,TX
Abraham Baldwin Agricultural College,"Public, 4-year or above",-83.528281,31.481889000000002,GA
Academy for Five Element Acupuncture,"Private not-for-profit, 4-year or above",-82.32199399999999,29.650075,FL
Academy for Jewish Religion-California,"Private not-for-profit, 4-year or above",-118.43849499999999,34.070281,CA
Academy for Nursing and Health Occupations,"Private not-for-profit, 2-year",-80.12149699999999,26.706529999999997,FL
Academy of Chinese Culture and Health Sciences,"Private not-for-profit, 4-year or above",-122.26983899999999,37.805972,CA
Academy of Interactive Entertainment,"Private not-for-profit, 2-year",-122.35115800000001,47.621224,WA
Academy of Interactive Entertainment,"Private not-for-profit, 2-year",-92.043315,30.220036999999998,LA
Academy of Vocal Arts,"Private not-for-profit, 4-year or above",-75.173735,39.947959999999995,PA
Acupuncture and Integrative Medicine College-Berkeley,"Private not-for-profit, 4-year or above",-122.26763600000001,37.862753999999995,CA
Adams State University,"Public, 4-year or above",-105.87964199999999,37.473636,CO
Adelphi University,"Private not-for-profit, 4-year or above",-73.65332099999999,40.721439000000004,NY
Adirondack Community College,"Public, 2-year",-73.654813,43.351839,NY
Adler Graduate School,"Private not-for-profit, 4-year or above",-93.252364,44.862944,MN
Adler University,"Private not-for-profit, 4-year or above",-87.62915600000001,41.882414000000004,IL
Adrian College,"Private not-for-profit, 4-year or above",-84.061481,41.898590999999996,MI
Adventist University of Health Sciences,"Private not-for-profit, 4-year or above",-81.367687,28.576141999999997,FL
Agnes Scott College,"Private not-for-profit, 4-year or above",-84.295459,33.769268,GA
Aiken Technical College,"Public, 2-year",-81.841666,33.533833,SC
Aims Community College,"Public, 2-year",-104.76341500000001,40.409559,CO
Alabama A & M University,"Public, 4-year or above",-86.568502,34.783367999999996,AL
Alabama College of Osteopathic Medicine,"Private not-for-profit, 4-year or above",-85.340805,31.206294,AL
Alabama Southern Community College,"Public, 2-year",-87.326352,31.488925,AL
Alabama State University,"Public, 4-year or above",-86.295677,32.364317,AL
Alamance Community College,"Public, 2-year",-79.35765699999999,36.066683000000005,NC
Alaska Bible College,"Private not-for-profit, 4-year or above",-149.111972,61.598553,AK
Alaska Christian College,"Private not-for-profit, 2-year",-151.136005,60.490458999999994,AK
Alaska Pacific University,"Private not-for-profit, 4-year or above",-149.804168,61.190968000000005,AK
Albany College of Pharmacy and Health Sciences,"Private not-for-profit, 4-year or above",-73.779063,42.650371,NY
Albany Law School,"Private not-for-profit, 4-year or above",-73.777495,42.651818,NY
Albany Medical College,"Private not-for-profit, 4-year or above",-73.777289,42.65382,NY
Albany State University,"Public, 4-year or above",-84.141825,31.56928,GA
Albany Technical College,"Public, 2-year",-84.174284,31.554340000000003,GA
Albertus Magnus College,"Private not-for-profit, 4-year or above",-72.92384799999999,41.332519,CT
Albion College,"Private not-for-profit, 4-year or above",-84.745639,42.245049,MI
Albright College,"Private not-for-profit, 4-year or above",-75.90974200000001,40.361351,PA
Alcorn State University,"Public, 4-year or above",-91.142854,31.877215999999997,MS
Alderson Broaddus University,"Private not-for-profit, 4-year or above",-80.047728,39.158066999999996,WV
Alexandria Technical & Community College,"Public, 2-year",-95.37236899999999,45.873107,MN
Alfred University,"Private not-for-profit, 4-year or above",-77.788106,42.254476000000004,NY
Alice Lloyd College,"Private not-for-profit, 4-year or above",-82.875068,37.335087,KY
Allan Hancock College,"Public, 2-year",-120.421144,34.943715999999995,CA
Allegany College of Maryland,"Public, 2-year",-78.730398,39.652152,MD
Allegheny College,"Private not-for-profit, 4-year or above",-80.14716800000001,41.64869,PA
Allegheny Wesleyan College,"Private not-for-profit, 4-year or above",-80.861232,40.86722,OH
Allen College,"Private not-for-profit, 4-year or above",-92.340148,42.530084,IA
Allen County Community College,"Public, 2-year",-95.396377,37.938038,KS
Allen University,"Private not-for-profit, 4-year or above",-81.020045,34.010348,SC
Alma College,"Private not-for-profit, 4-year or above",-84.672053,43.38004,MI
Alpena Community College,"Public, 4-year or above",-83.44506899999999,45.081647,MI
Altierus Career College Everett,"Private not-for-profit, 2-year",-122.22034599999999,47.909363,WA
Altierus Career College-Arlington,"Private not-for-profit, 2-year",-97.06756700000001,32.743882,TX
Altierus Career College-Bissonnet,"Private not-for-profit, 2-year",-95.545008,29.677344,TX
Altierus Career College-Chesapeake,"Private not-for-profit, 2-year",-76.229606,36.79029,VA
Altierus Career College-Colorado Springs,"Private not-for-profit, 2-year",-104.740267,38.807095000000004,CO
Altierus Career College-Columbus,"Private not-for-profit, 2-year",-82.852716,39.998934999999996,OH
Altierus Career College-Fort Worth South,"Private not-for-profit, 2-year",-97.325243,32.687914,TX
Altierus Career College-Henderson,"Private not-for-profit, 2-year",-115.04619,36.037556,NV
Altierus Career College-Norcross,"Private not-for-profit, 2-year",-84.155475,33.934121000000005,GA
Altierus Career College-Orange Park,"Private not-for-profit, 4-year or above",-81.706086,30.188775,FL
Altierus Career College-Tacoma,"Private not-for-profit, 2-year",-122.436582,47.242855,WA
Altierus Career College-Tampa,"Private not-for-profit, 4-year or above",-82.49761600000001,27.996582,FL
Altierus Career College-Thornton,"Private not-for-profit, 2-year",-104.985441,39.86156,CO
Alvernia University,"Private not-for-profit, 4-year or above",-75.93675400000001,40.310028,PA
Alverno College,"Private not-for-profit, 4-year or above",-87.965174,42.982842,WI
Alvin Community College,"Public, 2-year",-95.24067099999999,29.396244,TX
Amarillo College,"Public, 2-year",-101.847104,35.18841,TX
Amberton University,"Private not-for-profit, 4-year or above",-96.653028,32.859937,TX
America Evangelical University,"Private not-for-profit, 4-year or above",-118.30866100000001,34.041239000000004,CA
American Academy McAllister Institute of Funeral Service,"Private not-for-profit, 2-year",-73.993782,40.769031,NY
American Academy of Art,"Private not-for-profit, 4-year or above",-87.624788,41.87742,IL
American Academy of Dramatic Arts-Los Angeles,"Private not-for-profit, 2-year",-118.343701,34.095378000000004,CA
American Academy of Dramatic Arts-New York,"Private not-for-profit, 2-year",-73.98484300000001,40.745545,NY
American Baptist College,"Private not-for-profit, 4-year or above",-86.789301,36.201155,TN
American Baptist Seminary of the West,"Private not-for-profit, 4-year or above",-122.256149,37.865252000000005,CA
American Conservatory Theater,"Private not-for-profit, 4-year or above",-122.40475,37.787343,CA
American Film Institute Conservatory,"Private not-for-profit, 4-year or above",-118.310018,34.10767,CA
American International College,"Private not-for-profit, 4-year or above",-72.55850699999999,42.112708000000005,MA
American Jewish University,"Private not-for-profit, 4-year or above",-118.471764,34.128099,CA
American Musical and Dramatic Academy,"Private not-for-profit, 4-year or above",-73.987549,40.772275,NY
American River College,"Public, 2-year",-121.34601200000002,38.649734,CA
American University,"Private not-for-profit, 4-year or above",-77.088875,38.936005,DC
Amherst College,"Private not-for-profit, 4-year or above",-72.518493,42.372459,MA
Amridge University,"Private not-for-profit, 4-year or above",-86.17401,32.362609,AL
Anabaptist Mennonite Biblical Seminary,"Private not-for-profit, 4-year or above",-85.972165,41.656013,IN
Ancilla College,"Private not-for-profit, 2-year",-86.445263,41.337958,IN
Anderson University,"Private not-for-profit, 4-year or above",-85.664315,40.112768,IN
Anderson University,"Private not-for-profit, 4-year or above",-82.64035799999999,34.5152,SC
Andover Newton Theological School,"Private not-for-profit, 4-year or above",-71.18894300000001,42.324852,MA
Andrew College,"Private not-for-profit, 4-year or above",-84.79502099999999,31.772321,GA
Andrews University,"Private not-for-profit, 4-year or above",-86.355815,41.963859,MI
Angelina College,"Public, 2-year",-94.731625,31.287444,TX
Angelo State University,"Public, 4-year or above",-100.465051,31.440914000000003,TX
Anna Maria College,"Private not-for-profit, 4-year or above",-71.918961,42.33055,MA
Anne Arundel Community College,"Public, 2-year",-76.51222299999999,39.049813,MD
Anoka Technical College,"Public, 2-year",-93.416087,45.216709,MN
Anoka-Ramsey Community College,"Public, 2-year",-93.351697,45.172978,MN
Antelope Valley College,"Public, 4-year or above",-118.18616599999999,34.676207,CA
Antioch College,"Private not-for-profit, 4-year or above",-83.888077,39.799806,OH
Antioch University-Los Angeles,"Private not-for-profit, 4-year or above",-118.38445800000001,33.988533000000004,CA
Antioch University-Midwest,"Private not-for-profit, 4-year or above",-83.908684,39.80321,OH
Antioch University-New England,"Private not-for-profit, 4-year or above",-72.293798,42.932344,NH
Antioch University-Santa Barbara,"Private not-for-profit, 4-year or above",-119.6958,34.419203,CA
Antioch University-Seattle,"Private not-for-profit, 4-year or above",-122.346318,47.615916,WA
Apex School of Theology,"Private not-for-profit, 4-year or above",-78.841386,35.922645,NC
Appalachian Bible College,"Private not-for-profit, 4-year or above",-81.198867,37.853334999999994,WV
Appalachian College of Pharmacy,"Private not-for-profit, 4-year or above",-82.005227,37.211496000000004,VA
Appalachian School of Law,"Private not-for-profit, 4-year or above",-82.096426,37.278007,VA
Appalachian State University,"Public, 4-year or above",-81.680583,36.215536,NC
Aquinas College,"Private not-for-profit, 4-year or above",-85.628785,42.960190000000004,MI
Aquinas Institute of Theology,"Private not-for-profit, 4-year or above",-90.23779499999999,38.634329,MO
Arapahoe Community College,"Public, 2-year",-105.018631,39.607504999999996,CO
Arcadia University,"Private not-for-profit, 4-year or above",-75.163876,40.092605999999996,PA
Aria Health School of Nursing,"Private not-for-profit, 2-year",-74.978275,40.125175,PA
Arizona Christian University,"Private not-for-profit, 4-year or above",-112.026211,33.595117,AZ
Arizona State University-Downtown Phoenix,"Public, 4-year or above",-112.07347,33.452914,AZ
Arizona State University-Polytechnic,"Public, 4-year or above",-111.677225,33.307142,AZ
Arizona State University-Skysong,"Public, 4-year or above",-111.92386100000002,33.463786,AZ
Arizona State University-Tempe,"Public, 4-year or above",-111.93438300000001,33.417721,AZ
Arizona State University-West,"Public, 4-year or above",-112.160021,33.60726,AZ
Arizona Western College,"Public, 2-year",-114.49596799999999,32.689306,AZ
Arkansas Baptist College,"Private not-for-profit, 4-year or above",-92.290555,34.734751,AR
Arkansas Colleges of Health Education,"Private not-for-profit, 4-year or above",-94.319084,35.317421,AR
Arkansas Northeastern College,"Public, 2-year",-89.92100500000001,35.898596999999995,AR
Arkansas State University Mid-South,"Public, 2-year",-90.22285,35.145736,AR
Arkansas State University-Beebe,"Public, 2-year",-91.895351,35.074176,AR
Arkansas State University-Main Campus,"Public, 4-year or above",-90.679988,35.842388,AR
Arkansas State University-Mountain Home,"Public, 2-year",-92.388581,36.320465999999996,AR
Arkansas State University-Newport,"Public, 2-year",-91.188846,35.638721999999994,AR
Arkansas Tech University,"Public, 4-year or above",-93.13561999999999,35.293237,AR
Arlington Baptist University,"Private not-for-profit, 4-year or above",-97.156024,32.739489,TX
Armstrong State University,"Public, 4-year or above",-81.161803,31.979073,GA
Arnot Ogden Medical Center,"Private not-for-profit, 2-year",-76.828062,42.101171,NY
Art Academy of Cincinnati,"Private not-for-profit, 4-year or above",-84.513913,39.108805,OH
Art Center College of Design,"Private not-for-profit, 4-year or above",-118.185102,34.169031,CA
Asbury Theological Seminary,"Private not-for-profit, 4-year or above",-84.660127,37.861561,KY
Asbury University,"Private not-for-profit, 4-year or above",-84.66260600000001,37.862029,KY
Asheville-Buncombe Technical Community College,"Public, 2-year",-82.554826,35.570439,NC
Ashland Community and Technical College,"Public, 2-year",-82.650664,38.469201,KY
Ashland University,"Private not-for-profit, 4-year or above",-82.321061,40.861755,OH
Asnuntuck Community College,"Public, 2-year",-72.570177,41.998409,CT
Associated Beth Rivkah Schools,"Private not-for-profit, 2-year",-73.949781,40.666069,NY
Assumption College,"Private not-for-profit, 4-year or above",-71.828387,42.295435,MA
Athens State University,"Public, 4-year or above",-86.964698,34.806793,AL
Athens Technical College,"Public, 2-year",-83.339598,33.990183,GA
Atlanta Metropolitan State College,"Public, 4-year or above",-84.404659,33.70893,GA
Atlanta Technical College,"Public, 2-year",-84.404995,33.712009,GA
Atlantic Cape Community College,"Public, 2-year",-74.680019,39.462081,NJ
Atlantic Institute of Oriental Medicine,"Private not-for-profit, 4-year or above",-80.142235,26.121964000000002,FL
Atlantic Technical College,"Public, 2-year",-80.19227099999999,26.24278,FL
Auburn University,"Public, 4-year or above",-85.488258,32.599378,AL
Auburn University at Montgomery,"Public, 4-year or above",-86.177544,32.36736,AL
Augsburg University,"Private not-for-profit, 4-year or above",-93.240436,44.966307,MN
Augusta Technical College,"Public, 2-year",-82.048439,33.418991999999996,GA
Augusta University,"Public, 4-year or above",-81.989071,33.47037,GA
Augustana College,"Private not-for-profit, 4-year or above",-90.55057,41.502365000000005,IL
Augustana University,"Private not-for-profit, 4-year or above",-96.736975,43.525148,SD
Aultman College of Nursing and Health Sciences,"Private not-for-profit, 4-year or above",-81.404053,40.796186,OH
Aurora University,"Private not-for-profit, 4-year or above",-88.349023,41.753631,IL
Austin College,"Private not-for-profit, 4-year or above",-96.598772,33.646307,TX
Austin Community College District,"Public, 2-year",-97.71250500000001,30.322744,TX
Austin Graduate School of Theology,"Private not-for-profit, 4-year or above",-97.711706,30.343788,TX
Austin Peay State University,"Public, 4-year or above",-87.35408100000001,36.533319,TN
Austin Presbyterian Theological Seminary,"Private not-for-profit, 4-year or above",-97.737752,30.292634999999997,TX
Autry Technology Center,"Public, 2-year",-97.89719000000001,36.419121999999994,OK
Ave Maria School of Law,"Private not-for-profit, 4-year or above",-81.731358,26.242138,FL
Ave Maria University,"Private not-for-profit, 4-year or above",-81.43894499999999,26.335983000000002,FL
Avera McKennan Hospital School of Radiologic Technology,"Private not-for-profit, 2-year",-96.71558399999999,43.533972,SD
Avera Sacred Heart Hospital,"Private not-for-profit, 2-year",-97.407865,42.872359,SD
Averett University,"Private not-for-profit, 4-year or above",-79.413203,36.577287,VA
Averett University-Non-Traditional Programs,"Private not-for-profit, 4-year or above",-79.413195,36.577257,VA
Avila University,"Private not-for-profit, 4-year or above",-94.591758,38.91339,MO
Azusa Pacific University,"Private not-for-profit, 4-year or above",-117.888375,34.130047,CA
Azusa Pacific University College,"Private not-for-profit, 4-year or above",-117.82748400000001,34.110723,CA
Babson College,"Private not-for-profit, 4-year or above",-71.265585,42.299958000000004,MA
Bacone College,"Private not-for-profit, 4-year or above",-95.334046,35.777082,OK
Bainbridge State College,"Public, 4-year or above",-84.535049,30.899473999999998,GA
Bais Binyomin Academy,"Private not-for-profit, 4-year or above",-74.07888100000001,41.123002,NY
Bais HaMedrash and Mesivta of Baltimore,"Private not-for-profit, 4-year or above",-76.674414,39.379528,MD
Bais Medrash Elyon,"Private not-for-profit, 4-year or above",-74.06979799999999,41.114079,NY
Bais Medrash Mayan Hatorah,"Private not-for-profit, 4-year or above",-74.204332,40.107414,NJ
Bais Medrash Toras Chesed,"Private not-for-profit, 4-year or above",-74.21127,40.099703999999996,NJ
Baker College,"Private not-for-profit, 4-year or above",-83.69467900000001,42.974764,MI
Baker University,"Private not-for-profit, 4-year or above",-95.188231,38.777278,KS
Bakersfield College,"Public, 4-year or above",-118.973753,35.40911,CA
Bakke Graduate University,"Private not-for-profit, 4-year or above",-96.753976,32.894605,TX
Baldwin Wallace University,"Private not-for-profit, 4-year or above",-81.85114499999999,41.373017,OH
Ball State University,"Public, 4-year or above",-85.40904300000001,40.203431,IN
Baltimore City Community College,"Public, 2-year",-76.662878,39.319978000000006,MD
Bank Street College of Education,"Private not-for-profit, 4-year or above",-73.966643,40.805603999999995,NY
Baptist Bible College,"Private not-for-profit, 4-year or above",-93.284286,37.239696,MO
Baptist Health College-Little Rock,"Private not-for-profit, 2-year",-92.40692,34.713115,AR
Baptist Memorial College of Health Sciences,"Private not-for-profit, 4-year or above",-90.027501,35.138415,TN
Baptist Missionary Association Theological Seminary,"Private not-for-profit, 4-year or above",-95.255524,31.978960999999998,TX
Baptist Theological Seminary at Richmond,"Private not-for-profit, 4-year or above",-77.46848299999999,37.632354,VA
Baptist University of the Americas,"Private not-for-profit, 4-year or above",-98.546081,29.34998,TX
Barclay College,"Private not-for-profit, 4-year or above",-99.105351,37.62012,KS
Bard College,"Private not-for-profit, 4-year or above",-73.909927,42.020386,NY
Bard College at Simon's Rock,"Private not-for-profit, 4-year or above",-73.38000799999999,42.209241,MA
Barnard College,"Private not-for-profit, 4-year or above",-73.963346,40.810097999999996,NY
Barnes-Jewish College Goldfarb School of Nursing,"Private not-for-profit, 4-year or above",-90.258772,38.637165,MO
Barry University,"Private not-for-profit, 4-year or above",-80.198925,25.878908,FL
Barstow Community College,"Public, 2-year",-117.02523000000001,34.871451,CA
Barton College,"Private not-for-profit, 4-year or above",-77.91386700000001,35.734376,NC
Barton County Community College,"Public, 2-year",-98.73164799999999,38.403529,KS
Bastyr University,"Private not-for-profit, 4-year or above",-122.25170800000001,47.729935,WA
Bates College,"Private not-for-profit, 4-year or above",-70.203333,44.105299,ME
Bates Technical College,"Public, 2-year",-122.44683,47.251743,WA
Baton Rouge Community College,"Public, 2-year",-91.137935,30.448276,LA
Baton Rouge General Medical Center-School of Nursing,"Private not-for-profit, 2-year",-91.15308399999999,30.449088,LA
Bay de Noc Community College,"Public, 2-year",-87.085228,45.772586,MI
Bay Mills Community College,"Public, 2-year",-84.607089,46.454584000000004,MI
Bay Path University,"Private not-for-profit, 4-year or above",-72.583974,42.055364000000004,MA
Baylor College of Medicine,"Private not-for-profit, 4-year or above",-95.39574300000001,29.7106,TX
Baylor University,"Private not-for-profit, 4-year or above",-97.117641,31.548959999999997,TX
Be'er Yaakov Talmudic Seminary,"Private not-for-profit, 4-year or above",-74.028425,41.13905,NY
Beacon College,"Private not-for-profit, 4-year or above",-81.87415,28.811281,FL
Beaufort County Community College,"Public, 2-year",-76.96535,35.533587,NC
Becker College,"Private not-for-profit, 4-year or above",-71.81189499999999,42.26918,MA
Beis Medrash Heichal Dovid,"Private not-for-profit, 4-year or above",-73.751633,40.596845,NY
Belanger School of Nursing,"Private not-for-profit, 2-year",-73.91588399999999,42.802979,NY
Belhaven University,"Private not-for-profit, 4-year or above",-90.169228,32.318415,MS
Bellarmine University,"Private not-for-profit, 4-year or above",-85.70499699999999,38.219279,KY
Bellevue College,"Public, 4-year or above",-122.15011799999999,47.584014,WA
Bellevue University,"Private not-for-profit, 4-year or above",-95.91764,41.150225,NE
Bellin College,"Private not-for-profit, 4-year or above",-87.921722,44.468277,WI
Bellingham Technical College,"Public, 4-year or above",-122.51216000000001,48.766189000000004,WA
Belmont Abbey College,"Private not-for-profit, 4-year or above",-81.041315,35.260651,NC
Belmont College,"Public, 2-year",-80.964901,40.07695,OH
Belmont University,"Private not-for-profit, 4-year or above",-86.794715,36.133866,TN
Beloit College,"Private not-for-profit, 4-year or above",-89.029285,42.504022,WI
Bemidji State University,"Public, 4-year or above",-94.874119,47.482341,MN
Benedict College,"Private not-for-profit, 4-year or above",-81.020403,34.012941,SC
Benedictine College,"Private not-for-profit, 4-year or above",-95.111473,39.572646,KS
Benedictine University,"Private not-for-profit, 4-year or above",-88.097307,41.777569,IL
Benjamin Franklin Institute of Technology,"Public, 4-year or above",-71.070231,42.346022999999995,MA
Bennett College,"Private not-for-profit, 4-year or above",-79.77998000000001,36.067531,NC
Bennington College,"Private not-for-profit, 4-year or above",-73.237799,42.919546999999994,VT
Bentley University,"Private not-for-profit, 4-year or above",-71.220148,42.388798,MA
Berea College,"Private not-for-profit, 4-year or above",-84.292893,37.57202,KY
Bergen Community College,"Public, 2-year",-74.08880400000001,40.951782,NJ
Bergin University of Canine Studies,"Private not-for-profit, 4-year or above",-122.721175,38.353867,CA
Berkeley City College,"Public, 2-year",-122.26987700000001,37.869769,CA
Berklee College of Music,"Private not-for-profit, 4-year or above",-71.089405,42.346646,MA
Berkshire Community College,"Public, 2-year",-73.318843,42.460877,MA
Berry College,"Private not-for-profit, 4-year or above",-85.18920200000001,34.290414,GA
Bet Medrash Gadol Ateret Torah,"Private not-for-profit, 4-year or above",-73.969945,40.607809,NY
Beth Hamedrash Shaarei Yosher Institute,"Private not-for-profit, 4-year or above",-73.981202,40.635444,NY
Beth Hatalmud Rabbinical College,"Private not-for-profit, 4-year or above",-73.992684,40.605256,NY
Beth Medrash Govoha,"Private not-for-profit, 4-year or above",-74.2221,40.09568,NJ
Beth Medrash Meor Yitzchok,"Private not-for-profit, 4-year or above",-74.060843,41.100906,NY
Beth Medrash of Asbury Park,"Private not-for-profit, 4-year or above",-74.21081600000001,40.043704999999996,NJ
Bethany College,"Private not-for-profit, 4-year or above",-80.560056,40.205819,WV
Bethany College,"Private not-for-profit, 4-year or above",-97.67367,38.580597999999995,KS
Bethany Global University,"Private not-for-profit, 4-year or above",-93.37175400000001,44.795501,MN
Bethany Lutheran College,"Private not-for-profit, 4-year or above",-93.99080500000001,44.166649,MN
Bethany Theological Seminary,"Private not-for-profit, 4-year or above",-84.910689,39.826244,IN
Bethel College,"Private not-for-profit, 4-year or above",-76.409526,37.041270000000004,VA
Bethel College-Indiana,"Private not-for-profit, 4-year or above",-86.194686,41.678399,IN
Bethel College-North Newton,"Private not-for-profit, 4-year or above",-97.34325600000001,38.075169,KS
Bethel Seminary-San Diego,"Private not-for-profit, 4-year or above",-117.06605,32.765387,CA
Bethel Seminary-St Paul,"Private not-for-profit, 4-year or above",-93.16318000000001,45.060071,MN
Bethel University,"Private not-for-profit, 4-year or above",-93.161663,45.057655,MN
Bethel University,"Private not-for-profit, 4-year or above",-88.516762,36.137848,TN
Bethesda University,"Private not-for-profit, 4-year or above",-117.941323,33.842295,CA
Bethune-Cookman University,"Private not-for-profit, 4-year or above",-81.032946,29.207195000000002,FL
Beulah Heights University,"Private not-for-profit, 4-year or above",-84.35768,33.736993,GA
Bevill State Community College,"Public, 2-year",-87.266406,33.836929,AL
Bexley Hall Seabury Western Theological Seminary Federation  Inc.,"Private not-for-profit, 4-year or above",-87.591173,41.785693,IL
Biblical Theological Seminary,"Private not-for-profit, 4-year or above",-75.30389699999999,40.281414,PA
Big Bend Community College,"Public, 2-year",-119.325678,47.183651,WA
Big Sandy Community and Technical College,"Public, 2-year",-82.778847,37.688248,KY
Binghamton University,"Public, 4-year or above",-75.966889,42.087868,NY
Biola University,"Private not-for-profit, 4-year or above",-118.014374,33.906203000000005,CA
Birmingham Southern College,"Private not-for-profit, 4-year or above",-86.85055200000001,33.513774,AL
Birthingway College of Midwifery,"Private not-for-profit, 4-year or above",-122.538471,45.476809,OR
Bishop State Community College,"Public, 2-year",-88.05698199999999,30.693972,AL
Bismarck State College,"Public, 4-year or above",-100.81653399999999,46.821459000000004,ND
Black Hawk College,"Public, 2-year",-90.447799,41.477283,IL
Black Hills State University,"Public, 4-year or above",-103.87096600000001,44.494889,SD
Black River Technical College,"Public, 2-year",-90.951033,36.239793,AR
Blackburn College,"Private not-for-profit, 4-year or above",-89.87024100000001,39.287896,IL
Blackfeet Community College,"Private not-for-profit, 2-year",-113.00938700000002,48.551927,MT
Blackhawk Technical College,"Public, 2-year",-89.016254,42.593159,WI
Bladen Community College,"Public, 2-year",-78.73111899999999,34.644690999999995,NC
Blessing Hospital School of Radiologic Technology,"Private not-for-profit, 2-year",-91.391542,39.935084,IL
Blessing Rieman College of Nursing and Health Sciences,"Private not-for-profit, 4-year or above",-91.399045,39.936549,IL
Blinn College,"Public, 2-year",-96.409677,30.159713,TX
Bloomfield College,"Private not-for-profit, 4-year or above",-74.19430899999999,40.795105,NJ
Bloomsburg University of Pennsylvania,"Public, 4-year or above",-76.44784399999999,41.00782,PA
Blue Mountain College,"Private not-for-profit, 4-year or above",-89.02924,34.672090000000004,MS
Blue Mountain Community College,"Public, 2-year",-118.81694399999999,45.677313,OR
Blue Ridge Community and Technical College,"Public, 2-year",-78.001918,39.43529,WV
Blue Ridge Community College,"Public, 2-year",-78.937471,38.279075,VA
Blue Ridge Community College,"Public, 2-year",-82.42554399999999,35.308040000000005,NC
Bluefield College,"Private not-for-profit, 4-year or above",-81.24623299999999,37.244557,VA
Bluefield State College,"Public, 4-year or above",-81.239037,37.265732,WV
Bluegrass Community and Technical College,"Public, 2-year",-84.503665,38.024808,KY
Bluffton University,"Private not-for-profit, 4-year or above",-83.899439,40.895606,OH
Boise Bible College,"Private not-for-profit, 4-year or above",-116.291321,43.658651,ID
Boise State University,"Public, 4-year or above",-116.203301,43.604284,ID
Bolivar Technical College,"Private not-for-profit, 2-year",-93.421572,37.623765999999996,MO
Bon Secours Memorial College of Nursing,"Private not-for-profit, 4-year or above",-77.43319100000001,37.646876,VA
Bon Secours St Mary's Hospital School of Medical Imaging,"Private not-for-profit, 2-year",-77.433201,37.64687,VA
Boricua College,"Private not-for-profit, 4-year or above",-73.9458,40.833434000000004,NY
Bossier Parish Community College,"Public, 2-year",-93.64688100000001,32.539551,LA
Boston Architectural College,"Private not-for-profit, 4-year or above",-71.085786,42.348467,MA
Boston Baptist College,"Private not-for-profit, 4-year or above",-71.1103,42.254037,MA
Boston College,"Private not-for-profit, 4-year or above",-71.16924200000001,42.336213,MA
Boston Graduate School of Psychoanalysis Inc,"Private not-for-profit, 4-year or above",-71.133151,42.33912,MA
Boston University,"Private not-for-profit, 4-year or above",-71.10794200000001,42.351118,MA
Bowdoin College,"Private not-for-profit, 4-year or above",-69.963942,43.907134,ME
Bowie State University,"Public, 4-year or above",-76.759721,39.018184999999995,MD
Bowling Green State University-Firelands,"Public, 2-year",-82.59415600000001,41.397521000000005,OH
Bowling Green State University-Main Campus,"Public, 4-year or above",-83.640896,41.375513,OH
Bradford-Union Technical Center,"Public, 2-year",-82.117224,29.952308000000002,FL
Bradley University,"Private not-for-profit, 4-year or above",-89.616786,40.696896,IL
Brandeis University,"Private not-for-profit, 4-year or above",-71.254716,42.364946999999994,MA
Brandman University,"Private not-for-profit, 4-year or above",-117.76901200000002,33.656401,CA
Brazosport College,"Public, 4-year or above",-95.40900400000001,29.04836,TX
Brenau University,"Private not-for-profit, 4-year or above",-83.821513,34.303117,GA
Brescia University,"Private not-for-profit, 4-year or above",-87.111639,37.769040999999994,KY
Brevard College,"Private not-for-profit, 4-year or above",-82.72949399999999,35.236763,NC
Brewster Technical College,"Public, 2-year",-82.461722,27.963729999999998,FL
Brewton-Parker College,"Private not-for-profit, 4-year or above",-82.586136,32.185718,GA
Briar Cliff University,"Private not-for-profit, 4-year or above",-96.428444,42.526443,IA
Bridgerland Technical College,"Public, 2-year",-111.850619,41.756188,UT
BridgeValley Community & Technical College,"Public, 2-year",-81.6983,38.353846000000004,WV
Bridgewater College,"Private not-for-profit, 4-year or above",-78.96900699999999,38.378484,VA
Bridgewater State University,"Public, 4-year or above",-70.974553,41.98749,MA
Brigham Young University-Hawaii,"Private not-for-profit, 4-year or above",-157.92658600000001,21.642073999999997,HI
Brigham Young University-Idaho,"Private not-for-profit, 4-year or above",-111.782431,43.818408000000005,ID
Brigham Young University-Provo,"Private not-for-profit, 4-year or above",-111.649281,40.250851000000004,UT
Bristol Community College,"Public, 2-year",-71.11913299999999,41.721994,MA
Brite Divinity School,"Private not-for-profit, 4-year or above",-97.361561,32.709543,TX
Brookdale Community College,"Public, 2-year",-74.132746,40.324906,NJ
Brookhaven College,"Public, 2-year",-96.85016,32.928237,TX
Brooklyn Law School,"Private not-for-profit, 4-year or above",-73.989623,40.691836,NY
Broward College,"Public, 4-year or above",-80.14183,26.119422,FL
Brown University,"Private not-for-profit, 4-year or above",-71.40385,41.82617,RI
Brunswick Community College,"Public, 2-year",-78.22979000000001,34.038973,NC
Bryan College of Health Sciences,"Private not-for-profit, 4-year or above",-96.65153199999999,40.796768,NE
Bryan College-Dayton,"Private not-for-profit, 4-year or above",-84.99955200000001,35.497209000000005,TN
Bryant University,"Private not-for-profit, 4-year or above",-71.539547,41.920092,RI
