Name,Sector,Longitude,Latitude,State
Christian Brothers University,"Private not-for-profit, 4-year or above",-89.983241,35.127437,TN
Christian Life College,"Private not-for-profit, 4-year or above",-87.930934,42.074096000000004,IL
Christian Theological Seminary,"Private not-for-profit, 4-year or above",-86.178551,39.832673,IN
Christopher Newport University,"Public, 4-year or above",-76.494364,37.062495,VA
Church Divinity School of the Pacific,"Private not-for-profit, 4-year or above",-122.261122,37.876184,CA
Cincinnati Christian University,"Private not-for-profit, 4-year or above",-84.55408,39.114169,OH
Cincinnati College of Mortuary Science,"Private not-for-profit, 4-year or above",-84.505604,39.206578,OH
Cincinnati State Technical and Community College,"Public, 2-year",-84.536936,39.149915,OH
Circle in the Square Theatre School,"Private not-for-profit, 2-year",-73.984607,40.762059,NY
Cisco College,"Public, 2-year",-98.985206,32.401132000000004,TX
Citadel Military College of South Carolina,"Public, 4-year or above",-79.958775,32.797183000000004,SC
Citizens School of Nursing,"Private not-for-profit, 2-year",-79.766475,40.561509,PA
Citrus College,"Public, 2-year",-117.88526599999999,34.135487,CA
City College of San Francisco,"Public, 2-year",-122.451155,37.725953000000004,CA
City College-Altamonte Springs,"Private not-for-profit, 2-year",-81.40221899999999,28.663604,FL
City College-Fort Lauderdale,"Private not-for-profit, 4-year or above",-80.1705,26.187467,FL
City College-Gainesville,"Private not-for-profit, 4-year or above",-82.417302,29.654852,FL
City College-Hollywood,"Private not-for-profit, 2-year",-80.22004,26.025173000000002,FL
City College-Miami,"Private not-for-profit, 4-year or above",-80.316377,25.683673000000002,FL
City Colleges of Chicago-Harold Washington College,"Public, 2-year",-87.62659599999999,41.886067,IL
City Colleges of Chicago-Harry S Truman College,"Public, 2-year",-87.65910699999999,41.964502,IL
City Colleges of Chicago-Kennedy-King College,"Public, 2-year",-87.643425,41.780253,IL
City Colleges of Chicago-Malcolm X College,"Public, 2-year",-87.675321,41.878091999999995,IL
City Colleges of Chicago-Olive-Harvey College,"Public, 2-year",-87.589249,41.709996999999994,IL
City Colleges of Chicago-Richard J Daley College,"Public, 2-year",-87.72398100000001,41.755955,IL
City Colleges of Chicago-Wilbur Wright College,"Public, 2-year",-87.787868,41.958774,IL
City University of Seattle,"Private not-for-profit, 4-year or above",-122.344594,47.617381,WA
City Vision University,"Private not-for-profit, 4-year or above",-94.571053,39.070383,MO
Clackamas Community College,"Public, 2-year",-122.574272,45.323184999999995,OR
Claflin University,"Private not-for-profit, 4-year or above",-80.85431899999999,33.498444,SC
Claremont Graduate University,"Private not-for-profit, 4-year or above",-117.71370300000001,34.103584999999995,CA
Claremont Lincoln University,"Private not-for-profit, 4-year or above",-117.717974,34.094143,CA
Claremont McKenna College,"Private not-for-profit, 4-year or above",-117.71118799999999,34.102154,CA
Claremont School of Theology,"Private not-for-profit, 4-year or above",-117.71525600000001,34.107602,CA
Clarendon College,"Public, 2-year",-100.904577,34.945076,TX
Clarion University of Pennsylvania,"Public, 4-year or above",-79.377501,41.207805,PA
Clark Atlanta University,"Private not-for-profit, 4-year or above",-84.412584,33.747628000000006,GA
Clark College,"Public, 4-year or above",-122.651257,45.636133,WA
Clark State Community College,"Public, 2-year",-83.799788,39.896411,OH
Clark University,"Private not-for-profit, 4-year or above",-71.823356,42.249987,MA
Clarke University,"Private not-for-profit, 4-year or above",-90.690487,42.509475,IA
Clarks Summit University,"Private not-for-profit, 4-year or above",-75.685472,41.495062,PA
Clarkson College,"Private not-for-profit, 4-year or above",-95.974847,41.259165,NE
Clarkson University,"Private not-for-profit, 4-year or above",-74.999359,44.662715999999996,NY
Clatsop Community College,"Public, 2-year",-123.82333899999999,46.183107,OR
Clayton  State University,"Public, 4-year or above",-84.328174,33.594079,GA
Clear Creek Baptist Bible College,"Private not-for-profit, 4-year or above",-83.72770200000001,36.725235999999995,KY
Cleary University,"Private not-for-profit, 4-year or above",-83.879987,42.586638,MI
Clemson University,"Public, 4-year or above",-82.835114,34.679381,SC
Cleveland Clinic Health System-School of Diagnostic Imaging,"Private not-for-profit, 2-year",-81.54855400000001,41.598918,OH
Cleveland Community College,"Public, 2-year",-81.492856,35.279833,NC
Cleveland Institute of Art,"Private not-for-profit, 4-year or above",-81.602416,41.510435,OH
Cleveland Institute of Music,"Private not-for-profit, 4-year or above",-81.608878,41.512444,OH
Cleveland State Community College,"Public, 2-year",-84.87914,35.20078,TN
Cleveland State University,"Public, 4-year or above",-81.674355,41.502280999999996,OH
Cleveland University-Kansas City,"Private not-for-profit, 4-year or above",-94.679076,38.932019,KS
Clinton College,"Private not-for-profit, 4-year or above",-81.04346899999999,34.913721,SC
Clinton Community College,"Public, 2-year",-73.439739,44.64841,NY
Clinton Essex Warren Washington BOCES,"Public, 2-year",-73.51790600000001,44.693228000000005,NY
Cloud County Community College,"Public, 2-year",-97.664147,39.554199,KS
Clover Park Technical College,"Public, 4-year or above",-122.497873,47.176084,WA
Clovis Community College,"Public, 2-year",-119.731261,36.88686,CA
Clovis Community College,"Public, 2-year",-103.165886,34.402483000000004,NM
Coahoma Community College,"Public, 2-year",-90.568469,34.254417,MS
Coastal Alabama Community College,"Public, 2-year",-87.778193,30.851343,AL
Coastal Bend College,"Public, 2-year",-97.75589599999999,28.435194,TX
Coastal Carolina Community College,"Public, 2-year",-77.384785,34.771687,NC
Coastal Carolina University,"Public, 4-year or above",-79.011767,33.794995,SC
Coastal Pines Technical College,"Public, 2-year",-82.3821,31.212781,GA
Coastline Community College,"Public, 2-year",-117.929143,33.715634,CA
Cochise County Community College District,"Public, 2-year",-110.246946,31.564596999999996,AZ
Cochran School of Nursing,"Private not-for-profit, 2-year",-73.885705,40.969116,NY
Coconino Community College,"Public, 2-year",-111.64563100000001,35.171328,AZ
Coe College,"Private not-for-profit, 4-year or above",-91.658192,41.988263,IA
Coffeyville Community College,"Public, 2-year",-95.621374,37.033814,KS
Coker College,"Private not-for-profit, 4-year or above",-80.07041600000001,34.37696,SC
Colby College,"Private not-for-profit, 4-year or above",-69.66337,44.564211,ME
Colby Community College,"Public, 2-year",-101.05274399999999,39.377601,KS
Colby-Sawyer College,"Private not-for-profit, 4-year or above",-71.97580500000001,43.411663,NH
Coleman University,"Private not-for-profit, 4-year or above",-117.13649299999999,32.821962,CA
Colgate Rochester Crozer Divinity School,"Private not-for-profit, 4-year or above",-77.598601,43.131867,NY
Colgate University,"Private not-for-profit, 4-year or above",-75.536346,42.819475,NY
College for Creative Studies,"Private not-for-profit, 4-year or above",-83.062352,42.361839,MI
College of Alameda,"Public, 2-year",-122.279303,37.781017,CA
College of Biblical Studies-Houston,"Private not-for-profit, 4-year or above",-95.506566,29.716681,TX
College of Central Florida,"Public, 4-year or above",-82.175692,29.166078999999996,FL
College of Charleston,"Public, 4-year or above",-79.93979399999999,32.784225,SC
College of Coastal Georgia,"Public, 4-year or above",-81.485973,31.182745,GA
College of DuPage,"Public, 2-year",-88.071635,41.841577,IL
College of Eastern Idaho,"Public, 2-year",-111.985519,43.486041,ID
College of Lake County,"Public, 2-year",-88.012291,42.354164000000004,IL
College of Marin,"Public, 2-year",-122.549149,37.954896999999995,CA
College of Menominee Nation,"Private not-for-profit, 4-year or above",-88.625628,44.859044,WI
College of Mount Saint Vincent,"Private not-for-profit, 4-year or above",-73.908887,40.913657,NY
College of Our Lady of the Elms,"Private not-for-profit, 4-year or above",-72.601541,42.14179,MA
College of Saint Benedict,"Private not-for-profit, 4-year or above",-94.319888,45.561792,MN
College of Saint Elizabeth,"Private not-for-profit, 4-year or above",-74.438221,40.78182,NJ
College of Saint Mary,"Private not-for-profit, 4-year or above",-96.021425,41.240028,NE
College of San Mateo,"Public, 2-year",-122.334801,37.535698,CA
College of Southern Idaho,"Public, 2-year",-114.473901,42.579837,ID
College of Southern Maryland,"Public, 2-year",-77.00924499999999,38.55895,MD
College of Southern Nevada,"Public, 4-year or above",-115.233099,36.158114000000005,NV
College of St Joseph,"Private not-for-profit, 4-year or above",-73.000848,43.600507,VT
College of Staten Island CUNY,"Public, 4-year or above",-74.14849,40.601831,NY
College of the Albemarle,"Public, 2-year",-76.219765,36.324884999999995,NC
College of the Atlantic,"Private not-for-profit, 4-year or above",-68.221517,44.395258,ME
College of the Canyons,"Public, 2-year",-118.569524,34.403121,CA
College of the Desert,"Public, 2-year",-116.38761000000001,33.732484,CA
College of the Holy Cross,"Private not-for-profit, 4-year or above",-71.808627,42.238942,MA
College of the Mainland,"Public, 2-year",-94.999602,29.395809999999997,TX
College of the Muscogee Nation,"Public, 2-year",-95.93643900000001,35.635288,OK
College of the Ouachitas,"Public, 2-year",-92.821416,34.378745,AR
College of the Ozarks,"Private not-for-profit, 4-year or above",-93.238174,36.616019,MO
College of the Redwoods,"Public, 2-year",-124.19529299999999,40.698427,CA
College of the Sequoias,"Public, 2-year",-119.314775,36.322957,CA
College of the Siskiyous,"Public, 2-year",-122.38916599999999,41.413848,CA
College of Western Idaho,"Public, 2-year",-116.507314,43.614106,ID
College of William and Mary,"Public, 4-year or above",-76.708214,37.269489,VA
CollegeAmerica-Colorado Springs,"Private not-for-profit, 4-year or above",-104.75806899999999,38.862312,CO
CollegeAmerica-Denver,"Private not-for-profit, 2-year",-104.94116799999999,39.691571,CO
CollegeAmerica-Flagstaff,"Private not-for-profit, 4-year or above",-111.657673,35.194495,AZ
CollegeAmerica-Fort Collins,"Private not-for-profit, 4-year or above",-105.080277,40.523123999999996,CO
CollegeAmerica-Phoenix,"Private not-for-profit, 4-year or above",-112.117971,33.574684999999995,AZ
Collin County Community College District,"Public, 2-year",-96.63894,33.162409999999994,TX
Colorado Christian University,"Private not-for-profit, 4-year or above",-105.09456000000002,39.713879999999996,CO
Colorado College,"Private not-for-profit, 4-year or above",-104.82269699999999,38.848859999999995,CO
Colorado Mesa University,"Public, 4-year or above",-108.553275,39.080643,CO
Colorado Mountain College,"Public, 4-year or above",-107.324441,39.54636,CO
Colorado Northwestern Community College,"Public, 2-year",-108.790048,40.081112,CO
Colorado School of Mines,"Public, 4-year or above",-105.22336399999999,39.751443,CO
Colorado State University-Fort Collins,"Public, 4-year or above",-105.08073200000001,40.574805,CO
Colorado State University-Global Campus,"Public, 4-year or above",-104.898051,39.608847999999995,CO
Colorado State University-Pueblo,"Public, 4-year or above",-104.579033,38.30859,CO
Columbia Basin College,"Public, 4-year or above",-119.12103,46.252159999999996,WA
Columbia College,"Public, 2-year",-120.387603,38.030361,CA
Columbia College,"Private not-for-profit, 4-year or above",-92.32635400000001,38.957388,MO
Columbia College,"Private not-for-profit, 4-year or above",-81.029967,34.045581,SC
Columbia College Chicago,"Private not-for-profit, 4-year or above",-87.624667,41.874261,IL
Columbia College Hollywood,"Private not-for-profit, 4-year or above",-118.538793,34.17972,CA
Columbia College of Nursing,"Private not-for-profit, 4-year or above",-87.918283,43.097318,WI
Columbia Gorge Community College,"Public, 2-year",-121.190197,45.590724,OR
Columbia International University,"Private not-for-profit, 4-year or above",-81.07443,34.075509999999994,SC
Columbia State Community College,"Public, 2-year",-87.101917,35.616757,TN
Columbia Theological Seminary,"Private not-for-profit, 4-year or above",-84.281695,33.764292,GA
Columbia University in the City of New York,"Private not-for-profit, 4-year or above",-73.961885,40.808285999999995,NY
Columbia-Greene Community College,"Public, 2-year",-73.818113,42.217613,NY
Columbus College of Art and Design,"Private not-for-profit, 4-year or above",-82.989479,39.966074,OH
Columbus State Community College,"Public, 2-year",-82.98765999999999,39.96887,OH
Columbus State University,"Public, 4-year or above",-84.94106,32.50096,GA
Columbus Technical College,"Public, 2-year",-84.978551,32.508076,GA
Commonwealth Institute of Funeral Service,"Private not-for-profit, 2-year",-95.43016,29.98955,TX
Commonwealth Technical Institute,"Private not-for-profit, 2-year",-78.947004,40.301691,PA
Community Care College,"Private not-for-profit, 2-year",-95.905178,36.101615,OK
Community Christian College,"Private not-for-profit, 2-year",-117.139951,34.082673,CA
Community College of Allegheny County,"Public, 2-year",-80.01845300000001,40.450908,PA
Community College of Aurora,"Public, 2-year",-104.802673,39.71788,CO
Community College of Baltimore County,"Public, 2-year",-76.48210999999999,39.352647,MD
Community College of Beaver County,"Public, 2-year",-80.305876,40.655601000000004,PA
Community College of Denver,"Public, 4-year or above",-105.001044,39.741413,CO
Community College of Philadelphia,"Public, 2-year",-75.165604,39.962458000000005,PA
Community College of Rhode Island,"Public, 2-year",-71.481509,41.712817,RI
Community College of Vermont,"Public, 2-year",-72.573774,44.280811,VT
Compass College of Cinematic Arts,"Private not-for-profit, 4-year or above",-85.66706500000001,42.961875,MI
Conception Seminary College,"Private not-for-profit, 4-year or above",-94.68283100000001,40.24044,MO
Concord University,"Public, 4-year or above",-81.00669599999999,37.423722999999995,WV
Concordia College Alabama,"Private not-for-profit, 4-year or above",-87.019145,32.425647,AL
Concordia College at Moorhead,"Private not-for-profit, 4-year or above",-96.76749000000001,46.862482,MN
Concordia College-New York,"Private not-for-profit, 4-year or above",-73.82202,40.943382,NY
Concordia Seminary,"Private not-for-profit, 4-year or above",-90.311324,38.637181,MO
Concordia Theological Seminary,"Private not-for-profit, 4-year or above",-85.10994000000001,41.139321,IN
Concordia University-Ann Arbor,"Private not-for-profit, 4-year or above",-83.68268,42.273157,MI
Concordia University-Chicago,"Private not-for-profit, 4-year or above",-87.80948199999999,41.898696,IL
Concordia University-Irvine,"Private not-for-profit, 4-year or above",-117.81230500000001,33.653665000000004,CA
Concordia University-Nebraska,"Private not-for-profit, 4-year or above",-97.089054,40.914853,NE
Concordia University-Portland,"Private not-for-profit, 4-year or above",-122.636941,45.570197,OR
Concordia University-Saint Paul,"Private not-for-profit, 4-year or above",-93.154861,44.949759,MN
Concordia University-Texas,"Private not-for-profit, 4-year or above",-97.836247,30.420952000000003,TX
Concordia University-Wisconsin,"Private not-for-profit, 4-year or above",-87.91552,43.253387,WI
Connecticut College,"Private not-for-profit, 4-year or above",-72.107321,41.379833000000005,CT
Connors State College,"Public, 2-year",-95.319541,35.492872999999996,OK
Contra Costa College,"Public, 2-year",-122.337377,37.969381,CA
Converse College,"Private not-for-profit, 4-year or above",-81.91788100000001,34.955534,SC
Conway School of Landscape Design,"Private not-for-profit, 4-year or above",-72.659276,42.274752,MA
Cooper Union for the Advancement of Science and Art,"Private not-for-profit, 4-year or above",-73.991609,40.728148,NY
Copiah-Lincoln Community College,"Public, 2-year",-90.400234,31.69272,MS
Copper Mountain Community College,"Public, 2-year",-116.213939,34.140464,CA
Coppin State University,"Public, 4-year or above",-76.658687,39.311258,MD
Corban University,"Private not-for-profit, 4-year or above",-122.961129,44.882399,OR
Cornell College,"Private not-for-profit, 4-year or above",-91.423741,41.924554,IA
Cornell University,"Private not-for-profit, 4-year or above",-76.48308399999999,42.4472,NY
Cornerstone University,"Private not-for-profit, 4-year or above",-85.59532800000001,42.979966,MI
Corning Community College,"Public, 2-year",-77.072138,42.116735999999996,NY
Cornish College of the Arts,"Private not-for-profit, 4-year or above",-122.336238,47.618173999999996,WA
Cossatot Community College of the University of Arkansas,"Public, 2-year",-94.3673,34.043389000000005,AR
Cosumnes River College,"Public, 2-year",-121.42310800000001,38.45295,CA
Cottey College,"Private not-for-profit, 4-year or above",-94.37131099999999,37.836127000000005,MO
County College of Morris,"Public, 2-year",-74.57987299999999,40.859140999999994,NJ
Covenant College,"Private not-for-profit, 4-year or above",-85.375066,34.965161,GA
Covenant School of Nursing and Allied Health,"Private not-for-profit, 2-year",-101.937872,33.5757,TX
Covenant Theological Seminary,"Private not-for-profit, 4-year or above",-90.451323,38.643066,MO
Cowley County Community College,"Public, 2-year",-97.043075,37.061668,KS
Cox College,"Private not-for-profit, 4-year or above",-93.290233,37.225116,MO
Crafton Hills College,"Public, 2-year",-117.101173,34.039178,CA
Cranbrook Academy of Art,"Private not-for-profit, 4-year or above",-83.250681,42.568903999999996,MI
Craven Community College,"Public, 2-year",-77.102232,35.111515999999995,NC
Creighton University,"Private not-for-profit, 4-year or above",-95.947811,41.265361,NE
Criswell College,"Private not-for-profit, 4-year or above",-96.77669,32.793513,TX
Crossroads Bible College,"Private not-for-profit, 4-year or above",-86.039961,39.779662,IN
Crowder College,"Public, 2-year",-94.368315,36.814906,MO
Crowley's Ridge College,"Private not-for-profit, 4-year or above",-90.584395,36.064845,AR
Crown College,"Private not-for-profit, 4-year or above",-93.74301899999999,44.885393,MN
Cuesta College,"Public, 2-year",-120.74223500000001,35.331276,CA
Culinary Institute of America,"Private not-for-profit, 4-year or above",-73.933231,41.745806,NY
Culver-Stockton College,"Private not-for-profit, 4-year or above",-91.529374,40.128993,MO
Cumberland County College,"Public, 2-year",-75.057829,39.440537,NJ
Cumberland University,"Private not-for-profit, 4-year or above",-86.29878199999999,36.204514,TN
CUNY Bernard M Baruch College,"Public, 4-year or above",-73.983417,40.740238,NY
CUNY Borough of Manhattan Community College,"Public, 2-year",-74.011826,40.718790000000006,NY
CUNY Bronx Community College,"Public, 2-year",-73.91204300000001,40.858112,NY
CUNY Brooklyn College,"Public, 4-year or above",-73.949898,40.631516999999995,NY
CUNY City College,"Public, 4-year or above",-73.948542,40.819846000000005,NY
CUNY Graduate School and University Center,"Public, 4-year or above",-73.983822,40.748612,NY
CUNY Hostos Community College,"Public, 2-year",-73.92675899999999,40.81812,NY
CUNY Hunter College,"Public, 4-year or above",-73.964795,40.768669,NY
CUNY John Jay College of Criminal Justice,"Public, 4-year or above",-73.98841,40.770351,NY
CUNY Kingsborough Community College,"Public, 2-year",-73.935812,40.577222,NY
CUNY LaGuardia Community College,"Public, 2-year",-73.935057,40.7445,NY
CUNY Lehman College,"Public, 4-year or above",-73.895379,40.872962,NY
CUNY Medgar Evers College,"Public, 4-year or above",-73.957076,40.666256,NY
CUNY New York City College of Technology,"Public, 4-year or above",-73.98785600000001,40.695483,NY
CUNY Queens College,"Public, 4-year or above",-73.816098,40.735182,NY
CUNY Queensborough Community College,"Public, 2-year",-73.756656,40.755481,NY
CUNY School of Law,"Public, 4-year or above",-73.943621,40.747797,NY
CUNY York College,"Public, 4-year or above",-73.796313,40.701576,NY
Curry College,"Private not-for-profit, 4-year or above",-71.116539,42.238061,MA
Curtis Institute of Music,"Private not-for-profit, 4-year or above",-75.170727,39.948857000000004,PA
Cuyahoga Community College District,"Public, 2-year",-81.683533,41.494906,OH
Cuyamaca College,"Public, 2-year",-116.94350700000001,32.744954,CA
CVPH Medical Center School of Radiologic Technology,"Private not-for-profit, 2-year",-73.469597,44.699929,NY
Cypress College,"Public, 4-year or above",-118.02388899999998,33.827625,CA
D'Youville College,"Private not-for-profit, 4-year or above",-78.89086800000001,42.902636,NY
Dabney S Lancaster Community College,"Public, 2-year",-79.852536,37.812275,VA
Daemen College,"Private not-for-profit, 4-year or above",-78.788111,42.965605,NY
Dakota College at Bottineau,"Public, 2-year",-100.441103,48.832505,ND
Dakota County Technical College,"Public, 2-year",-93.07805,44.737255,MN
Dakota State University,"Public, 4-year or above",-97.11335799999999,44.013014,SD
Dakota Wesleyan University,"Private not-for-profit, 4-year or above",-98.031188,43.697432,SD
Dallas Baptist University,"Private not-for-profit, 4-year or above",-96.947006,32.710017,TX
Dallas Christian College,"Private not-for-profit, 4-year or above",-96.887124,32.913698,TX
Dallas Institute of Funeral Service,"Private not-for-profit, 2-year",-96.683412,32.771374,TX
Dallas Nursing Institute,"Private not-for-profit, 4-year or above",-96.73487800000001,32.9138,TX
Dallas Theological Seminary,"Private not-for-profit, 4-year or above",-96.779957,32.7943,TX
Dalton State College,"Public, 4-year or above",-85.002775,34.774221000000004,GA
Danville Area Community College,"Public, 2-year",-87.587884,40.127539,IL
Danville Community College,"Public, 2-year",-79.408803,36.565286,VA
Dartmouth College,"Private not-for-profit, 4-year or above",-72.289949,43.704115,NH
Darton State College,"Public, 4-year or above",-84.212087,31.583594,GA
Davenport University,"Private not-for-profit, 4-year or above",-85.533519,42.850013,MI
Davidson College,"Private not-for-profit, 4-year or above",-80.843979,35.499767,NC
Davidson County Community College,"Public, 2-year",-80.18186800000001,35.865471,NC
Davis & Elkins College,"Private not-for-profit, 4-year or above",-79.84602199999999,38.931232,WV
Davis College,"Private not-for-profit, 4-year or above",-75.96251,42.101074,NY
Davis Technical College,"Public, 2-year",-111.925227,41.028956,UT
Dawson Community College,"Public, 2-year",-104.72548499999999,47.085396,MT
Daytona State College,"Public, 4-year or above",-81.049685,29.203275,FL
De Anza College,"Public, 2-year",-122.04536499999999,37.319176,CA
Dean College,"Private not-for-profit, 4-year or above",-71.397813,42.085634000000006,MA
Defiance College,"Private not-for-profit, 4-year or above",-84.357075,41.296842,OH
Del Mar College,"Public, 2-year",-97.407627,27.763623,TX
Delaware College of Art and Design,"Private not-for-profit, 2-year",-75.549882,39.741946999999996,DE
Delaware County Community College,"Public, 2-year",-75.39308,39.966724,PA
Delaware State University,"Public, 4-year or above",-75.54053,39.187173,DE
Delaware Technical Community College-Terry,"Public, 4-year or above",-75.56012,39.198371,DE
Delaware Valley University,"Private not-for-profit, 4-year or above",-75.158452,40.298659,PA
Delgado Community College,"Public, 2-year",-90.103962,29.985149,LA
Dell'Arte International School of Physical Theatre,"Private not-for-profit, 4-year or above",-123.988808,40.880924,CA
Delta College,"Public, 2-year",-83.985943,43.559490999999994,MI
Delta Montrose Technical College,"Public, 2-year",-108.031072,38.702524,CO
Delta State University,"Public, 4-year or above",-90.735365,33.744745,MS
Denison University,"Private not-for-profit, 4-year or above",-82.52327199999999,40.071505,OH
Denmark Technical College,"Public, 2-year",-81.12362900000001,33.313355,SC
Denver Seminary,"Private not-for-profit, 4-year or above",-105.02236299999998,39.600595,CO
DePaul University,"Private not-for-profit, 4-year or above",-87.62724,41.877618,IL
DePauw University,"Private not-for-profit, 4-year or above",-86.860363,39.640904,IN
Des Moines Area Community College,"Public, 2-year",-93.611597,41.707347999999996,IA
Des Moines University-Osteopathic Medical Center,"Private not-for-profit, 4-year or above",-93.661686,41.583325,IA
DeSales University,"Private not-for-profit, 4-year or above",-75.375608,40.539091,PA
Diablo Valley College,"Public, 2-year",-122.06986100000002,37.968035,CA
Dickinson College,"Private not-for-profit, 4-year or above",-77.197854,40.202796,PA
Dickinson State University,"Public, 4-year or above",-102.799679,46.882917,ND
Dillard University,"Private not-for-profit, 4-year or above",-90.06464,29.996586999999998,LA
Dine College,"Public, 4-year or above",-109.21683999999999,36.293328,AZ
Divine Mercy University,"Private not-for-profit, 4-year or above",-77.051354,38.855847,VA
Divine Word College,"Private not-for-profit, 4-year or above",-90.934578,42.441721,IA
Dixie State University,"Public, 4-year or above",-113.565903,37.102769,UT
Doane University-Arts & Sciences,"Private not-for-profit, 4-year or above",-96.950932,40.622952000000005,NE
Doane University-Graduate and Professional Studies,"Private not-for-profit, 4-year or above",-96.650758,40.815540999999996,NE
Dodge City Community College,"Public, 2-year",-100.037481,37.776891,KS
Dominican College of Blauvelt,"Private not-for-profit, 4-year or above",-73.95055500000001,41.047419,NY
Dominican School of Philosophy & Theology,"Private not-for-profit, 4-year or above",-122.26461200000001,37.881099,CA
Dominican University,"Private not-for-profit, 4-year or above",-87.823003,41.902678,IL
Dominican University of California,"Private not-for-profit, 4-year or above",-122.51465400000001,37.980014000000004,CA
Dongguk University-Los Angeles,"Private not-for-profit, 4-year or above",-118.289523,34.06597,CA
Donnelly College,"Private not-for-profit, 4-year or above",-94.650677,39.112256,KS
Dordt College,"Private not-for-profit, 4-year or above",-96.166562,43.082527,IA
Downey Adult School,"Public, 2-year",-118.115727,33.91965,CA
Dragon Rises College of Oriental Medicine,"Private not-for-profit, 4-year or above",-82.31276899999999,29.667368,FL
Drake University,"Private not-for-profit, 4-year or above",-93.652163,41.601290000000006,IA
Drew University,"Private not-for-profit, 4-year or above",-74.424584,40.761829,NJ
Drexel University,"Private not-for-profit, 4-year or above",-75.190051,39.955217,PA
Drury University,"Private not-for-profit, 4-year or above",-93.286192,37.219681,MO
Duke University,"Private not-for-profit, 4-year or above",-78.937624,36.001135,NC
Dunwoody College of Technology,"Private not-for-profit, 4-year or above",-93.29060799999999,44.972809999999996,MN
Duquesne University,"Private not-for-profit, 4-year or above",-79.993123,40.43589,PA
Durham Technical Community College,"Public, 2-year",-78.8817,35.974768,NC
Dutchess Community College,"Public, 2-year",-73.904652,41.724245,NY
Dyersburg State Community College,"Public, 2-year",-89.390661,36.047195,TN
Earlham College,"Private not-for-profit, 4-year or above",-84.915037,39.823431,IN
East Arkansas Community College,"Public, 2-year",-90.767726,35.041655,AR
East Carolina University,"Public, 4-year or above",-77.368291,35.607186,NC
East Central College,"Public, 2-year",-90.97809000000001,38.431845,MO
East Central Community College,"Public, 2-year",-89.11370600000001,32.441164,MS
East Central University,"Public, 4-year or above",-96.663849,34.771934,OK
East Georgia State College,"Public, 4-year or above",-82.309021,32.594944,GA
East Los Angeles College,"Public, 2-year",-118.148785,34.040531,CA
East Mississippi Community College,"Public, 2-year",-88.48351600000001,32.830246,MS
East San Gabriel Valley Regional Occupational Program,"Public, 2-year",-117.93711599999999,34.076805,CA
East Stroudsburg University of Pennsylvania,"Public, 4-year or above",-75.173905,40.99599,PA
East Tennessee State University,"Public, 4-year or above",-82.366954,36.301643,TN
East Texas Baptist University,"Private not-for-profit, 4-year or above",-94.374488,32.557846999999995,TX
East-West University,"Private not-for-profit, 4-year or above",-87.62479300000001,41.871309000000004,IL
East-West University,"Private not-for-profit, 4-year or above",-88.631351,44.88177,WI
Eastern Arizona College,"Public, 2-year",-109.76234,32.843664000000004,AZ
Eastern Connecticut State University,"Public, 4-year or above",-72.218753,41.721672999999996,CT
Eastern Florida State College,"Public, 4-year or above",-80.756474,28.383609999999997,FL
Eastern Gateway Community College,"Public, 2-year",-80.672337,40.376056,OH
Eastern Illinois University,"Public, 4-year or above",-88.175658,39.479843,IL
Eastern Iowa Community College District,"Public, 2-year",-90.57779599999999,41.52047,IA
Eastern Kentucky University,"Public, 4-year or above",-84.30079599999999,37.740845,KY
Eastern Maine Community College,"Public, 2-year",-68.74445,44.826048,ME
Eastern Mennonite University,"Private not-for-profit, 4-year or above",-78.880326,38.471134,VA
Eastern Michigan University,"Public, 4-year or above",-83.622501,42.24694,MI
Eastern Nazarene College,"Private not-for-profit, 4-year or above",-71.01107900000001,42.271228,MA
Eastern New Mexico University-Main Campus,"Public, 4-year or above",-103.34819,34.175592,NM
Eastern New Mexico University-Roswell Campus,"Public, 2-year",-104.52571800000001,33.313167,NM
Eastern New Mexico University-Ruidoso Campus,"Public, 2-year",-105.677273,33.346376,NM
Eastern Oklahoma State College,"Public, 2-year",-95.32899499999999,34.914079,OK
Eastern Oregon University,"Public, 4-year or above",-118.092495,45.319795,OR
Eastern Shore Community College,"Public, 2-year",-75.750791,37.640453,VA
Eastern University,"Private not-for-profit, 4-year or above",-75.370316,40.050447999999996,PA
Eastern Virginia Medical School,"Public, 4-year or above",-76.300694,36.861232,VA
Eastern Washington University,"Public, 4-year or above",-117.583808,47.490666999999995,WA
Eastern West Virginia Community and Technical College,"Public, 2-year",-78.932546,39.075562,WV
Eastern Wyoming College,"Public, 2-year",-104.190823,42.079353999999995,WY
Eastfield College,"Public, 2-year",-96.65947,32.815678999999996,TX
Ecclesia College,"Private not-for-profit, 4-year or above",-94.236643,36.2141,AR
Eckerd College,"Private not-for-profit, 4-year or above",-82.687043,27.715798,FL
Ecumenical Theological Seminary,"Private not-for-profit, 4-year or above",-83.055266,42.344128999999995,MI
Eden Theological Seminary,"Private not-for-profit, 4-year or above",-90.345605,38.592307,MO
Edgecombe Community College,"Public, 2-year",-77.571786,35.879867,NC
Edgewood College,"Private not-for-profit, 4-year or above",-89.422884,43.057059,WI
Edinboro University of Pennsylvania,"Public, 4-year or above",-80.121318,41.870717,PA
Edison State Community College,"Public, 2-year",-84.212385,40.157699,OH
Edmonds Community College,"Public, 4-year or above",-122.327598,47.816376,WA
